go_id	name	namespace	tax_id	taxon_name	rank	NS_mean	WS_mean	X730NS	X730WS	X733NS	X733WS	X734NS	X734WS	X737NS	X737WS	X760NS	X760WS	X769NS	X769WS	X781NS	X781WS	X795NS	X795WS	X852NS	X852WS	X861NS	X861WS	X866NS	X866WS	X867NS	X867WS	X730NS_n_peptide	X730WS_n_peptide	X733NS_n_peptide	X733WS_n_peptide	X734NS_n_peptide	X734WS_n_peptide	X737NS_n_peptide	X737WS_n_peptide	X760NS_n_peptide	X760WS_n_peptide	X769NS_n_peptide	X769WS_n_peptide	X781NS_n_peptide	X781WS_n_peptide	X795NS_n_peptide	X795WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X861NS_n_peptide	X861WS_n_peptide	X866NS_n_peptide	X866WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	props
GO:0005975	carbohydrate metabolic process	biological_process	1301	Streptococcus	genus	24.4109363929373	134612327.465101	24.9861473963159	24.9894433069238	26.6015998918088	27.3571529052582	22.9126080751636	27.2242842977253	23.2873930414786	26.6797714122128	22.5013689959464	25.4845298863144	24.0951541853531	25.4589965606892	24.3412604318312	27.6714296954876	20.3819534810002	27.8051730735673	23.0802029753996	25.5055154054902	25.4053459979348	27.8498788132891	20.7420116190828	27.680504193167	23.6247443812071	26.5727438729402	39	56	71	103	13	77	5	71	16	58	18	42	44	130	9	117	22	45	42	86	6	76	17	60	0.825791897002594
GO:0005975	carbohydrate metabolic process	biological_process	29465	Veillonella	genus	23.8964605337435	26165039.7202628	22.5763398295458	0	0	0	22.5272552177798	24.7171275220545	22.8189216116684	26.0436192852911	22.4524049024242	25.323160188518	25.2658108432328	24.4710574239409	23.799527456997	24.4443685123138	24.0768092501826	24.972729801403	24.1165792017787	23.3775066755602	24.6923307608062	24.1226379545721	24.8683810983841	23.9681964142865	23.6736644946339	25.5945515169071	17	0	0	0	18	39	27	81	16	56	53	37	33	28	28	42	38	32	53	26	43	40	41	63	0.160511880246226
GO:0005975	carbohydrate metabolic process	biological_process	848	Fusobacterium	genus	26.1586220957635	2027237.39144869	0	0	0	15.0240370793587	26.3073989687203	16.4094309757435	27.7618301024123	0	26.4963164481285	0	26.2481589724898	0	26.6430683029407	0	26.306825095347	0	24.186584033414	24.5288904304923	18.8651321261776	0	25.6289570732493	0	27.2042089628962	0	0	0	0	1	84	1	151	0	103	0	92	0	110	0	76	0	51	56	3	0	94	0	112	0	0.012436277142545
GO:0005975	carbohydrate metabolic process	biological_process	1578	Lactobacillus	genus	18.9053875120038	205383.718916713	0	19.2033496803336	21.8082125144399	17.4182997537229	0	18.4869491462788	0	0	0	0	19.2854857964697	19.7215735307509	20.2607349634694	14.3952350943703	0	0	16.9538233545121	0	0	0	0	0	17.5926348616372	18.7217428414456	0	3	1	1	0	1	0	0	0	0	3	4	1	1	0	0	1	0	0	0	0	0	1	1	0.00125994560863419
