id	taxon_name	rank	g1_mean	Run4_P1	Run4_P2	Run4_P3	Run4_P4	Run5_P1	Run5_P2	Run5_P3	Run5_P4	Run4_P1_n_peptide	Run4_P2_n_peptide	Run4_P3_n_peptide	Run4_P4_n_peptide	Run5_P1_n_peptide	Run5_P2_n_peptide	Run5_P3_n_peptide	Run5_P4_n_peptide	Run4_P1_n_samp_children	Run4_P2_n_samp_children	Run4_P3_n_samp_children	Run4_P4_n_samp_children	Run5_P1_n_samp_children	Run5_P2_n_samp_children	Run5_P3_n_samp_children	Run5_P4_n_samp_children
1123755	Yoonia litorea	species	17.734000372951808	16.68645264354481	16.053657884163382	15.584076937481536	15.507748679272096	18.33908219898979	18.82357527548087	18.26806349557632	18.47210586250259	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1123756	Marivita geojedonensis	species	19.301461095170957	20.138504588201386	19.177961306177068	18.44951655795132	19.52231055190809	19.79716963671456	18.784158998764553	18.382481938372237	19.210083297341964	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1149133	Pseudomonas furukawaii	species	28.917002237990975	28.957480886175123	28.96741066727313	28.907334207759526	29.0444232678266	28.84220935465083	28.859252515125252	28.730534717399742	29.002878205522975	432.0	421.0	415.0	425.0	427.0	429.0	414.0	430.0	NA	NA	NA	NA	NA	NA	NA	NA
1158296	Poseidonocella	genus	20.36739987805681	20.101164779344526	19.386894327726836	19.846438240521117	20.71938674843511	21.03850938135657	20.214166651753462	20.15707882060213	20.781656832000102	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1176649	Agrobacterium fabrum	species	22.615885068802683	22.399822715899635	22.27500451564796	21.93640711366076	22.473123499345686	22.83441426302175	22.391327610023804	23.205177025805053	22.989328891882746	6.0	6.0	6.0	6.0	6.0	5.0	6.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
1184720	Rhizobium anhuiense	species	18.52450935944171	18.129230245041473	19.330588632435553	18.92856438154655	16.990179893206676	15.871959285074185	17.247629830546177	20.01358435741217	17.352905369576256	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1195766	Planktotalea	genus	20.079118415310717	20.155373289555214	20.10978105585342	20.417274042672073	19.338433852537037	20.106216958164463	20.01751097944833	20.15620672208622	20.121206273277366	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1198140	Felixounavirus	genus	22.550874784482556	22.982527475118605	22.651697845663254	22.62799878831664	22.378704707625054	22.21825502589413	22.493017926233655	22.805409481153234	22.01278702134274	9.0	9.0	8.0	8.0	9.0	8.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1217416	Halioglobus	genus	18.004073681570336	18.16090142197812	17.4767230288286	17.86453488504029	18.160335397688595	18.568380717267594	17.808197818952376	17.792563852585673	17.935804160849973	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1227549	Cribrihabitans marinus	species	20.205777096217577	20.354358353828193	20.56279961483815	20.571401842490463	18.084007029800325	NA	20.738308440212254	20.76645290994681	17.658790623897215	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1244108	Jannaschia faecimaris	species	17.677398889062832	18.619167417515946	18.00444681499649	18.605351621492897	17.0659795862656	15.896357814567011	16.33711204953949	17.72310952718264	16.813435337686307	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1280847	Shimia haliotis	species	21.16313327528224	21.521310796807786	22.03726165003075	22.153860636830125	21.35715029091573	18.959592515679173	20.166689396220253	20.259334795299146	20.167015020425783	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1293891	Thalassospira mesophila	species	20.61645786569957	20.901624089519505	19.748796107604814	20.33996556065575	18.567364035962516	20.761480854652653	20.746187737132324	21.22792097829015	21.14106153688834	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1317121	Pseudaestuariivita atlantica	species	18.59206878515669	18.50388602006026	NA	18.405933359042177	18.238347636162683	19.118770457673794	NA	18.82000943327884	18.244631790331205	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1342299	Sulfitobacter geojensis	species	17.71839921123484	15.568287557504258	15.696406172644235	15.650593370710203	NA	18.099427784498026	18.711412122893115	18.211893575635617	18.3869786551109	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1379159	Dyella jiangningensis	species	18.53741544826552	18.393453206126967	16.63629173234197	17.345870635075126	18.157250468103353	18.753442446022376	18.854488259659504	19.49161447779412	18.889289322579998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1391910	Pseudooctadecabacter jejudonensis	species	22.523191352098824	21.26539555446146	20.988143183314218	21.28769431528104	21.81881815875773	22.729641018578434	23.27870937900439	23.462210971373285	23.048294796574595	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1398404	Salinihabitans	genus	21.18855298794693	21.784456764843753	21.47495951480522	21.09603727891871	21.314078124803956	21.399948012922728	20.56207435589191	20.70691503069256	20.711542251815274	3.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1400062	Tranquillimonas	genus	18.037102881249584	18.361000220993105	18.28536026612763	18.736595507588376	18.11915830208987	17.82922573191543	17.40767025316631	17.49824435276313	17.47540904874615	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1402135	Sulfitobacter pseudonitzschiae	species	18.6029668021507	18.495454741671573	18.179301642520066	18.47964972317536	18.912834837321675	18.971392249311346	18.423461453117657	18.306957087615913	18.841955219112794	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1446476	Ruegeria meonggei	species	19.106060254201374	18.605072461263312	18.6479205014905	19.111300877530795	19.276382949471106	19.44438357816589	18.87657684479883	19.199721417342463	19.43052791160819	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1447782	Wenxinia saemankumensis	species	19.607496672517918	20.616794035673003	20.067701113161565	19.695948709455855	19.515982199710734	NA	18.962993852275137	18.34747671937653	18.75106141372482	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1451454	Pseudomonas caspiana	species	18.033971764225196	18.60172346461559	17.915385565534613	18.230865741980153	NA	NA	16.883475706030357	NA	NA	1.0	1.0	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1486262	Martelella endophytica	species	16.481782685597917	16.028820317363945	16.962421706930684	16.705700949362075	16.71446313551097	16.315992014450394	16.03147220833151	16.533921599720586	16.28261645766979	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1499392	Chromobacteriaceae	family	30.053894238214166	30.22496216829258	29.916829956285465	30.232903162893564	30.067440618222843	30.10117078951819	29.775084216461167	30.104135373144555	29.9494758594871	639.0	630.0	650.0	640.0	653.0	644.0	656.0	642.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1510460	Ascidiaceihabitans donghaensis	species	20.180056053412148	21.227256819283486	20.03554795342366	20.030828507763633	19.489480649752796	20.124088266381417	20.20614850692516	18.86584224533704	20.35012479555852	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1511750	Jhaorihella	genus	20.347527189887625	19.549890979514178	21.29157471496796	18.128846871106774	20.70929371692665	20.090514213672343	20.80484911121324	19.823336630071452	20.47950636607214	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1519096	Aquimixticola soesokkakensis	species	18.541735682418576	18.79374390409036	18.690309705571796	19.449298985597995	18.67192434127324	NA	17.264244966448608	17.89418035072266	17.98423503119335	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1541818	Sedimentitalea	genus	20.39281037838284	18.020885080015553	19.432509981130384	20.059983598680056	17.681936210259135	19.13317776649501	21.466677506853003	21.439024586473387	21.207010788192335	2.0	2.0	3.0	1.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1577896	Leisingera sp. ANG-Vp	species	22.5183859622056	21.916973924484502	21.78879488552052	22.58809542547506	22.564379867043133	22.04188406498986	23.051047914201725	22.807948546913643	22.86132003956657	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1604279	Cribrihabitans	genus	20.205777096217577	20.354358353828193	20.56279961483815	20.571401842490463	18.084007029800325	NA	20.738308440212254	20.76645290994681	17.658790623897215	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0
1618330	Candidatus Berkelbacteria	phylum	20.661743859229777	19.67896846380131	19.649321014705222	20.36587724909485	20.10393192815167	20.78613891475817	20.741792134382578	21.521212092040802	21.287382443692028	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1623306	Timquatrovirus	genus	17.981745709693374	NA	NA	17.981745709693374	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641875	Roseovarius atlanticus	species	22.158317306720758	21.92415552420321	22.080077585968166	22.27139201515106	22.577039453164787	22.731563609591085	21.800138164822894	21.56780081406122	21.927603706333713	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
1643678	Nitrososphaeria	class	30.621627184694677	30.39547461612553	30.885232337847984	30.63410138313393	30.68807275408292	30.362231741439036	30.783730960507885	30.52458149467769	30.620898041491035	1031.0	1073.0	1058.0	1055.0	1040.0	1067.0	1073.0	1065.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1648492	Ascidiaceihabitans	genus	20.180056053412148	21.227256819283486	20.03554795342366	20.030828507763633	19.489480649752796	20.124088266381417	20.20614850692516	18.86584224533704	20.35012479555852	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1649279	Epibacterium	genus	18.676149062507264	17.850515361057564	16.920715248159404	17.51864610443422	18.396416442661522	19.501767019089517	18.862286878970323	19.29938977224387	19.179203519733644	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1658781	Aliiroseovarius	genus	20.176723953313243	20.89919230839027	20.22058193113478	20.238821373313847	20.15026372132453	20.548024839327294	19.56477209192907	19.54469838339429	19.66260905522906	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1662395	Shimia abyssi	species	21.708617862255196	22.77843913714622	22.106074993358682	21.360678242294878	21.505948710379215	21.428640659011542	20.77651267117126	NA	20.925969188691326	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1679449	Pseudooceanicola	genus	22.303569465858292	22.659477255374437	22.453574507093997	22.45249779839825	22.557846849736794	22.31985257619418	21.708081303834625	21.83273978613364	22.17451690141044	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1679460	Marinibacterium profundimaris	species	17.748030400984256	18.270488216221295	18.068740423350135	18.200050776016955	17.895850540016376	17.108121013672406	16.917800948526832	18.09286692823649	16.292439543272003	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1685378	Ruegeria profundi	species	19.871772050294794	19.911893001036816	19.366916880210614	19.76458941056695	18.59254565235043	20.050216603139862	20.20576265444557	20.00807914291331	20.393231623788022	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1685379	Ruegeria marisrubri	species	18.84381738837666	18.946676719358912	18.520689021804504	18.951568562158677	18.65689832175881	19.053720046444425	18.814422807653965	18.77056736437492	18.959919416965935	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1686374	Pseudooctadecabacter	genus	22.523191352098824	21.26539555446146	20.988143183314218	21.28769431528104	21.81881815875773	22.729641018578434	23.27870937900439	23.462210971373285	23.048294796574595	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1706369	Cellvibrionales	order	18.004073681570336	18.16090142197812	17.4767230288286	17.86453488504029	18.160335397688595	18.568380717267594	17.808197818952376	17.792563852585673	17.935804160849973	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1706372	Halieaceae	family	18.004073681570336	18.16090142197812	17.4767230288286	17.86453488504029	18.160335397688595	18.568380717267594	17.808197818952376	17.792563852585673	17.935804160849973	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1737061	Halioglobus lutimaris	species	18.004073681570336	18.16090142197812	17.4767230288286	17.86453488504029	18.160335397688595	18.568380717267594	17.808197818952376	17.792563852585673	17.935804160849973	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1774278	Aquimixticola	genus	18.541735682418576	18.79374390409036	18.690309705571796	19.449298985597995	18.67192434127324	NA	17.264244966448608	17.89418035072266	17.98423503119335	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0
1775411	Rhodanobacteraceae	family	18.53741544826552	18.393453206126967	16.63629173234197	17.345870635075126	18.157250468103353	18.753442446022376	18.854488259659504	19.49161447779412	18.889289322579998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1779855	Donghicola sp. KarMa	species	23.82853898002005	NA	NA	23.82853898002005	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822464	Paraburkholderia	genus	26.2032569851486	26.24854141756588	25.941559604348797	26.039949429630624	26.32025437057021	26.339607524804713	26.260452577880358	25.95019121436648	26.439452691365968	39.0	39.0	41.0	36.0	42.0	39.0	45.0	36.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1904441	Rhodobacteraceae bacterium	species	25.792991643355954	26.03401993499802	25.80295833030229	25.72261640971114	25.92116276153624	26.09042788011888	25.390839081581035	25.523578454843758	25.7198890816465	10.0	8.0	9.0	10.0	9.0	9.0	10.0	10.0	NA	NA	NA	NA	NA	NA	NA	NA
1909294	Rhizobiales bacterium	species	22.933619817405283	23.264267716184545	23.838155706561142	23.070795579203885	22.914455195025667	22.769286000019942	22.21423647542869	22.274688119787793	22.314085857686027	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1913989	Gammaproteobacteria bacterium	species	16.562954565997686	16.053446576867646	16.448169482415782	16.20180612210325	17.453051884331995	16.675715187997227	16.608774979567492	16.403653503213896	16.115131514845014	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1931200	Marinibacterium	genus	17.748030400984256	18.270488216221295	18.068740423350135	18.200050776016955	17.895850540016376	17.108121013672406	16.917800948526832	18.09286692823649	16.292439543272003	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1938440	Pseudomonas sp. T	species	24.534088584818427	24.662463587373942	24.601197020114142	24.525305724073892	24.35229842592189	24.43786414863317	24.495505564547493	24.439594366569775	24.720709596878958	23.0	22.0	24.0	25.0	25.0	23.0	23.0	24.0	NA	NA	NA	NA	NA	NA	NA	NA
1948890	Rhodobacterales bacterium	species	19.714499665852657	19.565614596923794	19.960151431402643	19.77170161414858	19.763000298492127	19.324456620794354	19.057859605164925	20.51437516827581	19.198642700964715	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1985254	Xanthomonas phaseoli	species	18.106261294803286	18.588980169027558	17.408167118941762	16.754931318120907	18.494208039003706	18.897358486719405	17.75931909369656	17.065361772382413	18.465912896903884	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1985310	Salmonella virus FelixO1	species	18.913345447074267	19.067747638171117	18.740502652446615	19.215701899970988	19.177869208393833	19.11167182664871	18.293136016128365	18.8398566282346	18.622230446186023	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2026792	Spirochaetales bacterium	species	18.26213534573069	16.07921410932741	16.037954231519095	16.88871497766541	16.896588214273393	18.82631112680521	18.918981854971225	19.379700206871476	18.909872353469833	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2029104	Pseudooceanicola lipolyticus	species	22.092717197525783	22.532302721105765	22.28651029883698	22.230699368031694	22.308786445619713	22.10821222628222	21.488706135521138	21.57036352071459	21.896991287056167	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2045214	Stenotrophomonas lactitubi	species	22.301013333655284	22.31494541769022	22.164008383545703	22.76264552027948	22.388438631400966	22.22668886048698	22.101438721286268	22.380733345838983	21.912493368265554	4.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
2045451	Stenotrophomonas indicatrix	species	27.07099173700586	27.28228671009384	26.99120461001662	27.164176223375108	27.138246021142738	27.06738841853714	26.806776121879803	26.991907811078907	27.077925267772272	118.0	114.0	119.0	119.0	119.0	114.0	118.0	116.0	NA	NA	NA	NA	NA	NA	NA	NA
2211638	Limimaricola	genus	21.728633005228968	21.80403270504105	21.83545182184013	22.00149998702839	22.083080424906814	21.499489349498724	21.52810062829178	21.366959151193658	21.546112364670954	2.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
2211639	Pseudaestuariivita	genus	18.59206878515669	18.50388602006026	NA	18.405933359042177	18.238347636162683	19.118770457673794	NA	18.82000943327884	18.244631790331205	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0
2211641	Yoonia	genus	17.734000372951808	16.68645264354481	16.053657884163382	15.584076937481536	15.507748679272096	18.33908219898979	18.82357527548087	18.26806349557632	18.47210586250259	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
