id	taxon_name	rank	g1_mean	Run4_P1	Run4_P2	Run4_P3	Run4_P4	Run5_P1	Run5_P2	Run5_P3	Run5_P4	Run4_P1_n_peptide	Run4_P2_n_peptide	Run4_P3_n_peptide	Run4_P4_n_peptide	Run5_P1_n_peptide	Run5_P2_n_peptide	Run5_P3_n_peptide	Run5_P4_n_peptide	Run4_P1_n_samp_children	Run4_P2_n_samp_children	Run4_P3_n_samp_children	Run4_P4_n_samp_children	Run5_P1_n_samp_children	Run5_P2_n_samp_children	Run5_P3_n_samp_children	Run5_P4_n_samp_children
22	Shewanella	genus	18.660126087396282	NA	NA	NA	18.940204810104607	18.62248431646528	18.635339763181584	NA	18.388745898455014	NA	NA	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	1.0
112	Planctomycetales	order	20.671373709515873	21.12105017226987	21.114159674580034	20.30952390434499	20.545945008883223	20.810431809835382	20.54780774932507	20.02991945916941	20.551037663328533	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
123	Pirellula	genus	20.671373709515873	21.12105017226987	21.114159674580034	20.30952390434499	20.545945008883223	20.810431809835382	20.54780774932507	20.02991945916941	20.551037663328533	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
125	Pirellula staleyi	species	20.671373709515873	21.12105017226987	21.114159674580034	20.30952390434499	20.545945008883223	20.810431809835382	20.54780774932507	20.02991945916941	20.551037663328533	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
126	Planctomycetaceae	family	20.671373709515873	21.12105017226987	21.114159674580034	20.30952390434499	20.545945008883223	20.810431809835382	20.54780774932507	20.02991945916941	20.551037663328533	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
136	Spirochaetales	order	18.26213534573069	16.07921410932741	16.037954231519095	16.88871497766541	16.896588214273393	18.82631112680521	18.918981854971225	19.379700206871476	18.909872353469833	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
226	Alteromonas	genus	27.61046012782813	27.653619295007264	27.86367539880158	27.908961747078514	27.487703260894357	27.311358579044015	27.544326025564082	27.651743330974067	27.345970877916095	244.0	247.0	246.0	242.0	245.0	247.0	240.0	244.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
265	Paracoccus	genus	28.741569933666245	28.70400459191689	28.65555815491213	28.744285420423424	28.8087418266275	28.7417800209805	28.70645113680902	28.692284940029513	28.867910493420155	373.0	363.0	354.0	360.0	369.0	355.0	363.0	366.0	4.0	4.0	3.0	4.0	3.0	3.0	4.0	3.0
266	Paracoccus denitrificans	species	24.22620052319914	24.345734078974086	24.332495362093287	24.586915467232696	24.426076136985046	24.111106488811554	23.739803324980958	24.18788025162625	23.8926468504698	27.0	28.0	24.0	27.0	31.0	28.0	28.0	29.0	NA	NA	NA	NA	NA	NA	NA	NA
270	Thermus	genus	30.70957392019064	30.517143919515508	30.447069097615646	30.887308579360543	30.725891980597144	30.6416151860221	30.66351911656029	30.935086379372052	30.78953305954701	1525.0	1492.0	1553.0	1520.0	1510.0	1543.0	1599.0	1567.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
274	Thermus thermophilus	species	29.1051698316909	29.016119061301318	28.90820501857466	29.483884924017275	29.3331883765481	29.134178128109077	28.8126017353661	28.929401478382175	29.096505654571686	373.0	358.0	373.0	357.0	353.0	367.0	385.0	371.0	NA	NA	NA	NA	NA	NA	NA	NA
286	Pseudomonas	genus	31.97130604721125	31.66503385939355	32.529480132961076	31.574941846263894	32.04719604040853	31.617012291230772	32.40789910188516	31.532936985042713	32.01599353097322	3280.0	3505.0	3258.0	3437.0	3269.0	3512.0	3364.0	3444.0	21.0	21.0	21.0	20.0	20.0	21.0	20.0	21.0
287	Pseudomonas aeruginosa	species	23.561769183564284	24.39212233103326	23.635085037644146	23.777240285166624	23.687947096826584	23.66619829774361	22.8922576532755	22.905224624287058	22.77360755711577	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
294	Pseudomonas fluorescens	species	26.31785829050403	25.589060813576857	27.354415634199054	25.78053839155206	26.363131218769574	25.169892955804443	26.942866896271582	25.766399639030247	26.2416194472131	113.0	131.0	116.0	130.0	108.0	133.0	122.0	129.0	NA	NA	NA	NA	NA	NA	NA	NA
296	Pseudomonas fragi	species	20.371292155847737	NA	21.614215288340308	NA	19.78367539653195	NA	20.63721628651403	18.102775529607626	19.529198922251346	NA	1.0	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
303	Pseudomonas putida	species	19.163425481355347	18.15650013962253	19.248462891561037	16.2342266321293	16.83974967100658	18.90859895230051	20.647523822019703	19.044516532739305	19.799634082262173	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
316	Pseudomonas stutzeri	species	21.27014538179176	20.74150642144142	20.420514208199833	21.167443245462096	20.855857808343487	21.62360489560735	21.4557248613072	21.609780463699774	21.745082038353164	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
338	Xanthomonas	genus	18.106261294803286	18.588980169027558	17.408167118941762	16.754931318120907	18.494208039003706	18.897358486719405	17.75931909369656	17.065361772382413	18.465912896903884	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
356	Rhizobiales	order	32.493604522509635	32.5769631351832	32.380504196369984	32.56812001391597	32.47851596170379	32.553462823035815	32.360365530754045	32.55438412935527	32.458766553352824	4403.0	4327.0	4385.0	4313.0	4387.0	4298.0	4385.0	4334.0	6.0	5.0	6.0	5.0	6.0	5.0	6.0	6.0
357	Agrobacterium	genus	26.22848680714959	26.24463085979273	26.17454437218313	26.333426188618862	26.12318700981646	26.291099085119903	26.068656553522448	26.332586692196735	26.23722702573493	104.0	108.0	109.0	106.0	113.0	110.0	113.0	110.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
379	Rhizobium	genus	31.30860931201639	31.424428058532172	31.236381555769402	31.4182076264273	31.346961270241508	31.254330363561717	31.128783495288577	31.37456638025525	31.25976418239689	2080.0	2036.0	2069.0	2041.0	2073.0	2026.0	2068.0	2054.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0
384	Rhizobium leguminosarum	species	28.688673623041584	28.802908509703	28.665018134051003	28.796265271870652	28.6982436373116	28.64226804387246	28.604457597420755	28.75537698317956	28.52187120090138	445.0	427.0	439.0	435.0	438.0	427.0	447.0	445.0	NA	NA	NA	NA	NA	NA	NA	NA
407	Methylobacterium	genus	19.39291205715393	19.676640358820553	NA	19.976339400661914	NA	19.605450346855083	NA	18.642364625439104	18.480118263331725	1.0	NA	1.0	NA	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
433	Acetobacteraceae	family	20.709580434712766	20.360195747658885	20.117694462350077	20.537174978944204	20.719304725652137	21.132189744488006	20.686798310735032	20.79766629241845	21.054227142773943	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
434	Acetobacter	genus	19.668553185666813	19.214453817381422	18.701524696563634	19.738847375050554	19.72787495639195	19.981937276102908	19.56727845861738	19.93654953186609	20.03324521467065	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
444	Legionellaceae	family	20.17584023716185	18.757443007634155	18.969220416432922	18.487330581256586	16.464969982722046	20.88048005701117	21.01102801490738	20.61827690777318	21.199627137380304	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
445	Legionella	genus	20.17584023716185	18.757443007634155	18.969220416432922	18.487330581256586	16.464969982722046	20.88048005701117	21.01102801490738	20.61827690777318	21.199627137380304	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
528	Ochrobactrum	genus	21.267918605286532	21.29940877406827	21.300014005511166	21.256563070388825	21.366511299839512	21.495948423398254	21.016266850409217	21.16294871543708	21.196278005810704	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
535	Chromobacterium	genus	29.692368739228844	29.90956696457433	29.560392152135147	29.852699362063287	29.710207451706193	29.753709539628986	29.421256012251263	29.705121958587895	29.562582412198974	469.0	460.0	479.0	471.0	476.0	468.0	482.0	469.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
536	Chromobacterium violaceum	species	29.00570102192771	29.210666625871372	28.898079175726036	29.211360649942016	28.948861605337846	29.04719639627678	28.745757200624517	29.03429892183705	28.8859119408661	331.0	321.0	339.0	328.0	334.0	331.0	339.0	328.0	NA	NA	NA	NA	NA	NA	NA	NA
543	Enterobacteriaceae	family	30.5277191860801	30.59244430126143	30.491933521031783	30.6454207847135	30.512108128282996	30.508052316456173	30.399030742668383	30.571766286463582	30.487113146549884	1184.0	1158.0	1185.0	1178.0	1192.0	1170.0	1185.0	1161.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
561	Escherichia	genus	25.96988779226542	25.678630013692803	25.57785551383544	26.14122500351461	25.623647127660192	26.00097433238834	26.177365765108465	26.375372473886536	25.98000772114061	16.0	18.0	17.0	18.0	19.0	19.0	18.0	18.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
562	Escherichia coli	species	25.915747746451974	25.678630013692803	25.49871714985668	26.040140875764447	25.583323441064405	25.99023367835986	26.114114705121676	26.274758918516333	25.965957886032676	16.0	17.0	16.0	17.0	18.0	18.0	17.0	17.0	NA	NA	NA	NA	NA	NA	NA	NA
570	Klebsiella	genus	21.343072062830107	21.86539765258484	21.69352378052266	21.863799831764634	21.404308951907936	21.12880416252369	20.67467924770557	20.745988768603464	20.740224636086317	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
573	Klebsiella pneumoniae	species	20.65874275589977	21.127571676871156	20.724892791214998	20.8814652812595	20.708763283714806	20.939200437644523	20.193890090077755	20.125805407440204	20.21771689611912	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
590	Salmonella	genus	29.67682506732356	29.750381831907006	29.629476088658507	29.81772378227188	29.69892540125935	29.634194242699174	29.528542823711266	29.731539394661542	29.602961654615097	768.0	748.0	771.0	763.0	779.0	759.0	768.0	753.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
641	Vibrionaceae	family	21.80601860991625	24.655474558057453	19.86055244205956	18.10948444330651	18.122995972002034	18.71292787854176	19.07288063156802	17.675934947317252	17.578900498174132	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
642	Aeromonas	genus	19.844227663524045	19.958078041904805	19.806913494284917	19.31651463038335	19.69702568120673	19.915071418453856	19.927809586693364	20.01557588157694	19.99567068868234	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
662	Vibrio	genus	21.80601860991625	24.655474558057453	19.86055244205956	18.10948444330651	18.122995972002034	18.71292787854176	19.07288063156802	17.675934947317252	17.578900498174132	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
712	Pasteurellaceae	family	19.324587185853137	18.85566450607903	18.958726749479418	19.03762753947412	19.342579181937207	19.92187099893507	19.39205421455533	19.25264077541201	19.53524903619386	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
766	Rickettsiales	order	19.949298147994377	NA	20.410361257975595	20.31721941557286	NA	19.87129139419301	19.55983774297507	20.11346127563246	18.954067012171297	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0
772	Bartonellaceae	family	19.073688135755	18.70625890815591	19.201901426685225	19.470518146802384	18.374482415560696	15.743744564244185	16.01104590638518	20.997155242588807	16.654063304627027	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
773	Bartonella	genus	19.073688135755	18.70625890815591	19.201901426685225	19.470518146802384	18.374482415560696	15.743744564244185	16.01104590638518	20.997155242588807	16.654063304627027	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
872	Desulfovibrio	genus	25.429386502658357	25.01734248566412	25.283522389663275	25.300989677493497	25.41639612552593	25.411492756539385	25.37886609573079	26.057004205825823	25.34080576892022	44.0	40.0	42.0	40.0	42.0	44.0	41.0	42.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
881	Desulfovibrio vulgaris	species	25.395151308627057	24.991405594412154	25.255451837207854	25.248371778670307	25.360511898231078	25.38911169979968	25.341953605550337	26.02166601490942	25.326315912299016	42.0	38.0	40.0	38.0	41.0	42.0	39.0	40.0	NA	NA	NA	NA	NA	NA	NA	NA
914	Nitrosomonas	genus	25.762336063423515	25.410364611510104	25.9362919100187	26.800990143097145	25.521106252594368	25.433543754388893	25.151679953075295	25.64205148231741	25.470563852421208	49.0	52.0	52.0	55.0	57.0	47.0	54.0	55.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
915	Nitrosomonas europaea	species	24.40659324601528	23.925013933221134	24.62498146944391	26.002036333530473	23.8574747820481	23.300359849075317	23.472324172382	24.025001617779953	23.806387802126697	27.0	26.0	24.0	28.0	27.0	24.0	28.0	28.0	NA	NA	NA	NA	NA	NA	NA	NA
942	Anaplasmataceae	family	19.949298147994377	NA	20.410361257975595	20.31721941557286	NA	19.87129139419301	19.55983774297507	20.11346127563246	18.954067012171297	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0
953	Wolbachia	genus	19.949298147994377	NA	20.410361257975595	20.31721941557286	NA	19.87129139419301	19.55983774297507	20.11346127563246	18.954067012171297	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	1.0	1.0
1033	Afipia	genus	19.828958574222103	18.830734660523042	17.874357302376538	18.633073976180057	19.57523084292479	20.593555513928198	20.352391273949895	20.04502275100188	20.567354534587025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1035	Afipia felis	species	19.828958574222103	18.830734660523042	17.874357302376538	18.633073976180057	19.57523084292479	20.593555513928198	20.352391273949895	20.04502275100188	20.567354534587025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1060	Rhodobacter	genus	18.86227681213605	18.134667869053693	18.84604555537573	18.96758770925152	17.892304622269254	18.8347835889507	18.992581800015607	19.36570464982758	19.271331159116258	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1063	Rhodobacter sphaeroides	species	18.265257674780315	16.30202763822584	16.28491690862263	16.982091050872363	17.26414175713793	18.8347835889507	18.846535593312836	19.181279228712476	19.041358171812128	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
1224	Proteobacteria	phylum	34.675126157487625	34.68529113494327	34.717754047894495	34.666689472671216	34.67615298447358	34.65910756178317	34.68488851475439	34.64511860454825	34.664841842658646	19838.0	19848.0	19736.0	19793.0	19806.0	19844.0	19846.0	19836.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
1231	Nitrosospira multiformis	species	23.967815373005692	23.69463487546963	23.530220306254822	24.099587766559406	23.82528144814316	23.905622455784496	24.39030321754386	24.282327539769305	23.801218583184188	17.0	19.0	17.0	19.0	19.0	17.0	20.0	20.0	NA	NA	NA	NA	NA	NA	NA	NA
1236	Gammaproteobacteria	class	33.286884098108146	33.187596594199405	33.53944432379484	33.17663894213171	33.30892770098034	33.13860328851116	33.45437161089305	33.138428853558	33.29510904469666	8152.0	8381.0	8116.0	8302.0	8125.0	8365.0	8228.0	8269.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0
1239	Firmicutes	phylum	31.145534944157472	31.193411571399125	31.191413240063284	31.328166177476945	31.232548469529878	30.9654652904655	30.964810015496735	31.15063564187317	31.099155371465177	1668.0	1673.0	1676.0	1686.0	1668.0	1668.0	1673.0	1658.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0
1279	Staphylococcus	genus	30.245256405229703	30.286007392912992	30.17059277567112	30.421798190865328	30.30615714939609	30.170569302341008	30.062689210059293	30.304523081748027	30.210033930965697	1005.0	1012.0	1017.0	1024.0	1008.0	1009.0	1010.0	1009.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
1280	Staphylococcus aureus	species	28.66981358840823	28.75206461792713	28.548890735852513	28.801148547336265	28.722536780801924	28.638692046530746	28.491510388094486	28.72088791915206	28.65643191930059	319.0	315.0	322.0	326.0	326.0	326.0	321.0	319.0	NA	NA	NA	NA	NA	NA	NA	NA
1297	Deinococcus-Thermus	phylum	30.793713402437916	30.609459627479534	30.527101821140153	30.957518378415315	30.80973803942983	30.732193863488995	30.75011946195959	31.019936729480072	30.876362976499635	1634.0	1603.0	1662.0	1630.0	1622.0	1656.0	1710.0	1677.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1385	Bacillales	order	30.52676627033479	30.578677224349637	30.49092319375712	30.669064345679853	30.63159102681773	30.41983967331488	30.324488589343165	30.563673728927338	30.505287226699938	1155.0	1163.0	1167.0	1180.0	1159.0	1159.0	1166.0	1162.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
1386	Bacillus	genus	27.580749277116645	27.73587671070485	27.79614915040583	27.498364031436925	27.96303017314179	27.24956681334348	27.23059848086525	27.381531271930292	27.619395161956596	87.0	86.0	87.0	88.0	85.0	84.0	86.0	84.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1423	Bacillus subtilis	species	27.134496982497147	27.280995310569367	27.39260757493491	26.94723048288714	27.585574159382134	26.749177380147998	26.76303874299877	26.917612373070497	27.20879486821673	45.0	43.0	43.0	45.0	45.0	43.0	45.0	43.0	NA	NA	NA	NA	NA	NA	NA	NA
1485	Clostridium	genus	17.824863320989273	16.283508436242915	NA	16.749504092225	17.0101884602243	17.9188507777949	18.524293914432587	18.368687581760625	18.375110206973176	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0
1678	Bifidobacterium	genus	21.73817619851985	22.34145700454323	21.977022608038382	21.73566424716201	21.691717197856992	21.92412856032485	21.315445466364785	21.18123698680749	21.36277657323397	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
1684	Bifidobacterium asteroides	species	21.73817619851985	22.34145700454323	21.977022608038382	21.73566424716201	21.691717197856992	21.92412856032485	21.315445466364785	21.18123698680749	21.36277657323397	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
1760	Actinobacteria	class	21.73817619851985	22.34145700454323	21.977022608038382	21.73566424716201	21.691717197856992	21.92412856032485	21.315445466364785	21.18123698680749	21.36277657323397	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
2433	Roseobacter	genus	19.786888135392577	19.846950378325594	19.544449713803655	19.681166213576216	20.038419443418526	19.88751496331675	19.74653211489262	19.682660750935764	19.811784880530503	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3041	Chlorophyta	phylum	29.48526814883122	29.59741661792319	29.34931084958207	29.625135755126827	29.61201943183938	29.40577965049409	29.427815555303223	29.442727546803717	29.39164339529005	524.0	513.0	519.0	520.0	518.0	517.0	513.0	521.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3042	Chlamydomonadales	order	29.30749905320757	29.443765698690843	29.194350570851647	29.447455658587955	29.450635116434626	29.21527387422877	29.24719735365056	29.23525160311652	29.19019086952728	472.0	462.0	468.0	468.0	467.0	466.0	463.0	469.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3051	Chlamydomonadaceae	family	29.04990300869757	29.168671870669094	28.878962707609695	29.100035622884537	29.215529604629037	28.996263049849905	29.049291011781893	29.00290102515509	28.957395861618863	401.0	394.0	395.0	400.0	400.0	399.0	394.0	398.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3052	Chlamydomonas	genus	29.04990300869757	29.168671870669094	28.878962707609695	29.100035622884537	29.215529604629037	28.996263049849905	29.049291011781893	29.00290102515509	28.957395861618863	401.0	394.0	395.0	400.0	400.0	399.0	394.0	398.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
3055	Chlamydomonas reinhardtii	species	28.867376577236797	28.97855220070799	28.676562088838207	28.88818280542393	29.084990808444335	28.795225331394978	28.891207661619095	28.802146041020002	28.782367949474626	371.0	366.0	365.0	373.0	369.0	369.0	366.0	367.0	NA	NA	NA	NA	NA	NA	NA	NA
3166	Chlorophyceae	class	29.412228420755238	29.534474420715565	29.282676609804348	29.540709384708833	29.547687267263747	29.327213817734542	29.359852081289574	29.358889474383474	29.315339850623698	503.0	493.0	499.0	499.0	496.0	496.0	492.0	500.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
4890	Ascomycota	phylum	18.02624095272216	NA	18.426736664960824	NA	NA	18.626926788334657	18.588980169027558	16.032424476128508	16.826841383289715	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	1.0	1.0	1.0	1.0
5157	Ceratocystis	genus	18.02624095272216	NA	18.426736664960824	NA	NA	18.626926788334657	18.588980169027558	16.032424476128508	16.826841383289715	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	1.0	1.0	1.0	1.0
5158	Ceratocystis fimbriata	species	18.02624095272216	NA	18.426736664960824	NA	NA	18.626926788334657	18.588980169027558	16.032424476128508	16.826841383289715	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
5592	Microascales	order	18.02624095272216	NA	18.426736664960824	NA	NA	18.626926788334657	18.588980169027558	16.032424476128508	16.826841383289715	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	1.0	1.0	1.0	1.0
6157	Platyhelminthes	phylum	19.53399618902984	18.91155099482419	18.94582939112381	19.311418875271485	19.74262106430531	19.856720120976682	19.622382856645224	19.67051928008938	19.866848567915238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6199	Cestoda	class	19.53399618902984	18.91155099482419	18.94582939112381	19.311418875271485	19.74262106430531	19.856720120976682	19.622382856645224	19.67051928008938	19.866848567915238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6201	Cyclophyllidea	order	19.53399618902984	18.91155099482419	18.94582939112381	19.311418875271485	19.74262106430531	19.856720120976682	19.622382856645224	19.67051928008938	19.866848567915238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6214	Hymenolepididae	family	19.53399618902984	18.91155099482419	18.94582939112381	19.311418875271485	19.74262106430531	19.856720120976682	19.622382856645224	19.67051928008938	19.866848567915238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6215	Hymenolepis	genus	19.53399618902984	18.91155099482419	18.94582939112381	19.311418875271485	19.74262106430531	19.856720120976682	19.622382856645224	19.67051928008938	19.866848567915238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
6216	Hymenolepis diminuta	species	19.53399618902984	18.91155099482419	18.94582939112381	19.311418875271485	19.74262106430531	19.856720120976682	19.622382856645224	19.67051928008938	19.866848567915238	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
7711	Chordata	phylum	25.98074603808137	26.567888773803798	25.546069646711864	25.684868923433918	26.345994693499467	26.225214389090585	25.34152452930574	25.456428137589036	26.161133246818064	68.0	64.0	68.0	68.0	66.0	66.0	67.0	66.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9443	Primates	order	23.98249320006566	24.85707848711595	23.695355966225648	23.863003563856335	24.182731334529073	24.254735474744162	23.09584807629619	23.26965732336959	23.860500805941932	23.0	22.0	21.0	23.0	22.0	22.0	21.0	22.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9604	Hominidae	family	22.868567371559703	23.45132942341976	22.64668536888743	22.816309624496395	23.057497675997773	23.05870389857165	22.049180008179626	22.424719633587326	23.003143732769125	10.0	10.0	9.0	10.0	10.0	10.0	9.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9605	Homo	genus	19.34973438212084	20.90552340979254	18.72977748626712	19.218981675312968	19.10268933140433	19.80670611618074	17.5289923230138	18.571436221262342	18.07953530490026	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
9606	Homo sapiens	species	19.34973438212084	20.90552340979254	18.72977748626712	19.218981675312968	19.10268933140433	19.80670611618074	17.5289923230138	18.571436221262342	18.07953530490026	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
9895	Bovidae	family	17.423372491078755	17.136593956269937	NA	18.191166354747683	17.449181764082162	NA	NA	16.301681452555123	NA	1.0	NA	1.0	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
10662	Myoviridae	family	22.550874784482556	22.982527475118605	22.651697845663254	22.62799878831664	22.378704707625054	22.21825502589413	22.493017926233655	22.805409481153234	22.01278702134274	9.0	9.0	8.0	8.0	9.0	8.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10699	Siphoviridae	family	19.820709227607086	19.21745292566039	19.414113039018776	20.195530437950023	18.271923517675265	19.84468828010118	20.539800641579802	20.027916405020818	19.998945501668302	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	NA	NA	1.0	NA	NA	NA	NA	NA
28108	Alteromonas macleodii	species	25.51482995637299	25.71005503265615	26.118976153657123	25.55737794013695	25.336436496554615	25.14805363065519	25.33086411094366	25.394208607795665	25.27324559933772	56.0	56.0	54.0	55.0	54.0	54.0	54.0	57.0	NA	NA	NA	NA	NA	NA	NA	NA
28211	Alphaproteobacteria	class	33.005889436642306	33.09350430702208	32.892701236486374	33.06870626072552	32.9980172375472	33.07778345010695	32.8781554879092	33.03965340013576	32.98223977096921	6141.0	6021.0	6081.0	6009.0	6105.0	5985.0	6085.0	6042.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0
